%time,field.header.stamp,field.header.frame_id,field.latitude,,,field.longitude,field.altitude,field.utm_easting,field.utm_northing,field.Zone,field.letter
1.61E+18,0,,42.2071384N,42.207138,71.049114,71.0491145W,9.6 m,330845.1138,4674807.545,19,T
1.61E+18,0,,42.20714N,42.20714N,71.049115,71.0491158W,9.6 m,330845.0107,4674807.725,19,T
1.61E+18,0,,42.2071415N,42.207141,71.049117,71.0491172W,9.5 m,330844.8991,4674807.894,19,T
1.61E+18,0,,42.2071433N,42.207143,71.049119,71.049119W,9.4 m,330844.7553,4674808.098,19,T
1.61E+18,0,,42.2071453N,42.207145,71.049121,71.0491214W,9.2 m,330844.5626,4674808.325,19,T
1.61E+18,0,,42.2071473N,42.207147,71.049123,71.0491235W,9.1 m,330844.3945,4674808.551,19,T
1.61E+18,0,,42.2071487N,42.207148,71.049124,71.0491249W,9.0 m,330844.2827,4674808.709,19,T
1.61E+18,0,,42.2071499N,42.207149,71.049126,71.0491261W,9.0 m,330844.1868,4674808.845,19,T
1.61E+18,0,,42.2071508N,42.20715,71.049126,71.0491268W,9.0 m,330844.1314,4674808.946,19,T
1.61E+18,0,,42.2071513N,42.207151,71.049127,71.0491272W,9.0 m,330844.0998,4674809.002,19,T
1.61E+18,0,,42.2071519N,42.207151,71.049127,71.0491277W,9.0 m,330844.0601,4674809.07,19,T
1.61E+18,0,,42.2071529N,42.207152,71.049128,71.0491287W,9.1 m,330843.9802,4674809.183,19,T
1.61E+18,0,,42.2071533N,42.207153,71.049129,71.0491297W,9.0 m,330843.8987,4674809.229,19,T
1.61E+18,0,,42.2071538N,42.207153,71.04913,71.0491305W,9.0 m,330843.834,4674809.286,19,T
1.61E+18,0,,42.2071539N,42.207153,71.049131,71.0491311W,9.1 m,330843.7847,4674809.299,19,T
1.61E+18,0,,42.2071538N,42.207153,71.049131,71.0491315W,9.1 m,330843.7514,4674809.288,19,T
1.61E+18,0,,42.2071535N,42.207153,71.049131,71.0491317W,9.1 m,330843.7341,4674809.256,19,T
1.61E+18,0,,42.2071536N,42.207153,71.049132,71.0491323W,9.1 m,330843.6849,4674809.268,19,T
1.61E+18,0,,42.2071532N,42.207153,71.049132,71.0491326W,9.1 m,330843.659,4674809.224,19,T
1.61E+18,0,,42.2071529N,42.207152,71.049133,71.049133W,9.1 m,330843.6252,4674809.192,19,T
1.61E+18,0,,42.2071523N,42.207152,71.049133,71.049133W,9.0 m,330843.6236,4674809.125,19,T
1.61E+18,0,,42.2071519N,42.207151,71.049132,71.0491328W,9.1 m,330843.6391,4674809.08,19,T
1.61E+18,0,,42.2071511N,42.207151,71.049132,71.049132W,9.2 m,330843.703,4674808.99,19,T
1.61E+18,0,,42.2071502N,42.20715,71.049131,71.0491311W,9.4 m,330843.7749,4674808.888,19,T
1.61E+18,0,,42.2071497N,42.207149,71.04913,71.0491305W,9.4 m,330843.8231,4674808.831,19,T
1.61E+18,0,,42.2071492N,42.207149,71.049129,71.0491299W,9.6 m,330843.8713,4674808.775,19,T
1.61E+18,0,,42.2071487N,42.207148,71.049129,71.0491295W,9.7 m,330843.9029,4674808.718,19,T
1.61E+18,0,,42.2071482N,42.207148,71.049129,71.049129W,9.9 m,330843.9429,4674808.662,19,T
1.61E+18,0,,42.2071475N,42.207147,71.049128,71.0491286W,10.1 m,330843.974,4674808.583,19,T
1.61E+18,0,,42.2071467N,42.207146,71.049128,71.0491282W,10.2 m,330844.0049,4674808.494,19,T
1.61E+18,0,,42.2071461N,42.207146,71.049127,71.0491277W,10.4 m,330844.0446,4674808.426,19,T
1.61E+18,0,,42.2071454N,42.207145,71.049127,71.0491274W,10.4 m,330844.0675,4674808.348,19,T
1.61E+18,0,,42.2071448N,42.207144,71.049127,71.0491271W,10.5 m,330844.0907,4674808.28,19,T
1.61E+18,0,,42.2071443N,42.207144,71.049126,71.0491268W,10.4 m,330844.1141,4674808.224,19,T
1.61E+18,0,,42.2071437N,42.207143,71.049126,71.0491265W,10.4 m,330844.1373,4674808.157,19,T
1.61E+18,0,,42.207143N,42.207143,71.049126,71.049126W,10.2 m,330844.1767,4674808.078,19,T
1.61E+18,0,,42.2071423N,42.207142,71.049125,71.0491255W,10.0 m,330844.2161,4674808,19,T
1.61E+18,0,,42.2071418N,42.207141,71.049125,71.0491251W,9.9 m,330844.2478,4674807.943,19,T
1.61E+18,0,,42.2071414N,42.207141,71.049124,71.0491249W,9.9 m,330844.2632,4674807.898,19,T
1.61E+18,0,,42.207141N,42.207141,71.049124,71.0491248W,9.8 m,330844.2704,4674807.854,19,T
1.61E+18,0,,42.2071409N,42.20714,71.049124,71.0491246W,9.8 m,330844.2866,4674807.842,19,T
1.61E+18,0,,42.2071409N,42.20714,71.049124,71.0491245W,9.7 m,330844.2949,4674807.842,19,T
1.61E+18,0,,42.2071409N,42.20714,71.049124,71.0491244W,9.6 m,330844.3031,4674807.842,19,T
1.61E+18,0,,42.2071412N,42.207141,71.049124,71.0491245W,9.6 m,330844.2957,4674807.875,19,T
1.61E+18,0,,42.2071414N,42.207141,71.049124,71.0491246W,9.5 m,330844.288,4674807.898,19,T
1.61E+18,0,,42.2071419N,42.207141,71.049124,71.0491248W,9.5 m,330844.2728,4674807.954,19,T
1.61E+18,0,,42.2071424N,42.207142,71.049125,71.0491251W,9.4 m,330844.2494,4674808.01,19,T
1.61E+18,0,,42.2071428N,42.207142,71.049125,71.049125W,9.2 m,330844.2587,4674808.054,19,T
1.61E+18,0,,42.2071434N,42.207143,71.049125,71.0491251W,9.2 m,330844.252,4674808.121,19,T
1.61E+18,0,,42.2071437N,42.207143,71.049125,71.0491251W,9.2 m,330844.2528,4674808.154,19,T
1.61E+18,0,,42.2071446N,42.207144,71.049125,71.0491258W,9.2 m,330844.1974,4674808.256,19,T
1.61E+18,0,,42.207146N,42.207146,71.049127,71.049127W,9.2 m,330844.1021,4674808.413,19,T
1.61E+18,0,,42.2071476N,42.207147,71.049128,71.0491282W,9.3 m,330844.0073,4674808.593,19,T
1.61E+18,0,,42.2071494N,42.207149,71.049129,71.0491297W,9.3 m,330843.8883,4674808.796,19,T
1.61E+18,0,,42.2071508N,42.20715,71.049131,71.049131W,9.3 m,330843.7847,4674808.954,19,T
1.61E+18,0,,42.207152N,42.207152,71.049132,71.0491323W,9.3 m,330843.6806,4674809.09,19,T
1.61E+18,0,,42.207153N,42.207153,71.049133,71.0491338W,9.2 m,330843.5594,4674809.204,19,T
1.61E+18,0,,42.2071539N,42.207153,71.049134,71.0491349W,9.2 m,330843.471,4674809.306,19,T
1.61E+18,0,,42.2071549N,42.207154,71.049136,71.049136W,9.2 m,330843.3829,4674809.42,19,T
1.61E+18,0,,42.2071552N,42.207155,71.049136,71.0491366W,9.2 m,330843.3342,4674809.454,19,T
1.61E+18,0,,42.2071556N,42.207155,71.049137,71.0491374W,9.3 m,330843.2692,4674809.5,19,T
1.61E+18,0,,42.2071559N,42.207155,71.049138,71.0491384W,9.2 m,330843.1874,4674809.535,19,T
1.61E+18,0,,42.207156N,42.207156,71.049139,71.049139W,9.2 m,330843.1382,4674809.548,19,T
1.61E+18,0,,42.2071565N,42.207156,71.049139,71.0491396W,9.1 m,330843.09,4674809.604,19,T
1.61E+18,0,,42.207157N,42.207157,71.04914,71.0491402W,9.1 m,330843.0418,4674809.661,19,T
1.61E+18,0,,42.2071572N,42.207157,71.04914,71.0491401W,9.0 m,330843.0506,4674809.683,19,T
1.61E+18,0,,42.2071573N,42.207157,71.04914,71.0491402W,9.1 m,330843.0426,4674809.694,19,T
1.61E+18,0,,42.2071574N,42.207157,71.04914,71.0491404W,9.2 m,330843.0263,4674809.706,19,T
1.61E+18,0,,42.2071575N,42.207157,71.04914,71.0491407W,9.3 m,330843.0018,4674809.718,19,T
1.61E+18,0,,42.2071579N,42.207157,71.049141,71.0491413W,9.4 m,330842.9534,4674809.763,19,T
1.61E+18,0,,42.2071579N,42.207157,71.049141,71.0491414W,9.5 m,330842.9451,4674809.763,19,T
1.61E+18,0,,42.2071578N,42.207157,71.049141,71.0491413W,9.7 m,330842.9531,4674809.752,19,T
1.61E+18,0,,42.2071574N,42.207157,71.049141,71.0491412W,9.7 m,330842.9603,4674809.707,19,T
1.61E+18,0,,42.207157N,42.207157,71.04914,71.0491407W,9.9 m,330843.0005,4674809.662,19,T
1.61E+18,0,,42.2071563N,42.207156,71.04914,71.0491402W,10.1 m,330843.0399,4674809.583,19,T
1.61E+18,0,,42.2071557N,42.207155,71.049139,71.0491394W,10.2 m,330843.1043,4674809.515,19,T
1.61E+18,0,,42.2071549N,42.207154,71.049138,71.0491388W,10.3 m,330843.1517,4674809.425,19,T
1.61E+18,0,,42.2071544N,42.207154,71.049138,71.0491384W,10.4 m,330843.1834,4674809.369,19,T
1.61E+18,0,,42.2071538N,42.207153,71.049137,71.0491379W,10.5 m,330843.2231,4674809.301,19,T
1.61E+18,0,,42.2071532N,42.207153,71.049137,71.0491374W,10.5 m,330843.2628,4674809.234,19,T
1.61E+18,0,,42.2071527N,42.207152,71.049137,71.0491373W,10.5 m,330843.2697,4674809.178,19,T
1.61E+18,0,,42.2071523N,42.207152,71.049137,71.0491372W,10.6 m,330843.2769,4674809.133,19,T
1.61E+18,0,,42.207152N,42.207152,71.049137,71.0491371W,10.6 m,330843.2843,4674809.1,19,T
1.61E+18,0,,42.2071516N,42.207151,71.049136,71.0491369W,10.7 m,330843.2998,4674809.055,19,T
1.61E+18,0,,42.2071512N,42.207151,71.049136,71.0491365W,10.7 m,330843.3317,4674809.01,19,T
1.61E+18,0,,42.2071506N,42.20715,71.049135,71.0491355W,10.7 m,330843.4127,4674808.941,19,T
1.61E+18,0,,42.2071498N,42.207149,71.049134,71.0491347W,10.7 m,330843.4766,4674808.851,19,T
1.61E+18,0,,42.2071491N,42.207149,71.049134,71.0491341W,10.7 m,330843.5243,4674808.772,19,T
1.61E+18,0,,42.2071486N,42.207148,71.049133,71.0491338W,10.8 m,330843.5477,4674808.716,19,T
1.61E+18,0,,42.2071481N,42.207148,71.049133,71.0491334W,10.8 m,330843.5794,4674808.659,19,T
1.61E+18,0,,42.2071474N,42.207147,71.049132,71.0491328W,10.9 m,330843.627,4674808.58,19,T
1.61E+18,0,,42.2071467N,42.207146,71.049132,71.0491324W,10.9 m,330843.6582,4674808.502,19,T
1.61E+18,0,,42.207146N,42.207146,71.049132,71.049132W,11.0 m,330843.6893,4674808.423,19,T
1.61E+18,0,,42.2071454N,42.207145,71.049131,71.0491312W,11.0 m,330843.7538,4674808.355,19,T
1.61E+18,0,,42.2071449N,42.207144,71.04913,71.0491309W,11.1 m,330843.7772,4674808.299,19,T
1.61E+18,0,,42.2071445N,42.207144,71.04913,71.0491309W,11.2 m,330843.7762,4674808.255,19,T
1.61E+18,0,,42.2071441N,42.207144,71.04913,71.0491308W,11.3 m,330843.7833,4674808.21,19,T
1.61E+18,0,,42.2071437N,42.207143,71.04913,71.0491307W,11.4 m,330843.7905,4674808.165,19,T
1.61E+18,0,,42.2071432N,42.207143,71.04913,71.0491304W,11.5 m,330843.814,4674808.109,19,T
1.61E+18,0,,42.2071426N,42.207142,71.049129,71.0491294W,11.5 m,330843.8949,4674808.041,19,T
1.61E+18,0,,42.2071423N,42.207142,71.049129,71.049129W,11.6 m,330843.9271,4674808.007,19,T
1.61E+18,0,,42.2071421N,42.207142,71.049128,71.0491285W,11.6 m,330843.9679,4674807.983,19,T
1.61E+18,0,,42.2071419N,42.207141,71.049128,71.0491281W,11.5 m,330844.0004,4674807.96,19,T
1.61E+18,0,,42.207142N,42.207142,71.049128,71.0491281W,11.5 m,330844.0006,4674807.971,19,T
1.61E+18,0,,42.2071422N,42.207142,71.049128,71.0491282W,11.4 m,330843.9929,4674807.994,19,T
1.61E+18,0,,42.2071426N,42.207142,71.049128,71.0491285W,11.3 m,330843.9692,4674808.039,19,T
1.61E+18,0,,42.2071433N,42.207143,71.049128,71.0491287W,11.3 m,330843.9546,4674808.117,19,T
1.61E+18,0,,42.2071443N,42.207144,71.049129,71.0491295W,11.1 m,330843.8912,4674808.23,19,T
1.61E+18,0,,42.2071452N,42.207145,71.04913W,71.04913W,11.0 m,330843.8523,4674808.331,19,T
1.61E+18,0,,42.2071461N,42.207146,71.04913,71.0491307W,11.0 m,330843.7969,4674808.432,19,T
1.61E+18,0,,42.2071476N,42.207147,71.049132,71.049132W,11.0 m,330843.6936,4674808.601,19,T
1.61E+18,0,,42.2071493N,42.207149,71.049133,71.0491334W,11.0 m,330843.5826,4674808.793,19,T
1.61E+18,0,,42.2071511N,42.207151,71.049134,71.0491348W,11.0 m,330843.4718,4674808.995,19,T
1.61E+18,0,,42.2071527N,42.207152,71.049135,71.0491358W,11.0 m,330843.3935,4674809.175,19,T
1.61E+18,0,,42.2071544N,42.207154,71.049136,71.0491369W,11.0 m,330843.3073,4674809.366,19,T
1.61E+18,0,,42.2071559N,42.207155,71.049138,71.0491381W,11.0 m,330843.2122,4674809.535,19,T
1.61E+18,0,,42.2071571N,42.207157,71.049139,71.049139W,11.0 m,330843.1411,4674809.67,19,T
1.61E+18,0,,42.2071584N,42.207158,71.049139,71.0491399W,10.9 m,330843.0703,4674809.816,19,T
1.61E+18,0,,42.2071595N,42.207159,71.04914,71.0491409W,10.9 m,330842.9907,4674809.94,19,T
1.61E+18,0,,42.2071604N,42.20716,71.049141,71.0491414W,11.0 m,330842.9518,4674810.041,19,T
1.61E+18,0,,42.2071609N,42.20716,71.049141,71.0491417W,10.9 m,330842.9283,4674810.097,19,T
1.61E+18,0,,42.2071615N,42.207161,71.049142,71.0491422W,10.9 m,330842.8887,4674810.165,19,T
1.61E+18,0,,42.207162N,42.207162,71.049142,71.0491425W,10.9 m,330842.8652,4674810.221,19,T
1.61E+18,0,,42.2071623N,42.207162,71.049142,71.0491426W,11.0 m,330842.8578,4674810.254,19,T
1.61E+18,0,,42.2071627N,42.207162,71.049143,71.049143W,11.0 m,330842.8258,4674810.3,19,T
1.61E+18,0,,42.2071633N,42.207163,71.049143,71.0491436W,11.1 m,330842.7779,4674810.367,19,T
1.61E+18,0,,42.2071634N,42.207163,71.049144,71.049144W,11.2 m,330842.7451,4674810.379,19,T
1.61E+18,0,,42.2071632N,42.207163,71.049144,71.0491441W,11.3 m,330842.7364,4674810.357,19,T
1.61E+18,0,,42.2071628N,42.207162,71.049144,71.0491442W,11.4 m,330842.727,4674810.313,19,T
1.61E+18,0,,42.207162N,42.207162,71.049143,71.0491437W,11.5 m,330842.7662,4674810.223,19,T
1.61E+18,0,,42.207161N,42.207161,71.049143,71.049143W,11.5 m,330842.8213,4674810.111,19,T
1.61E+18,0,,42.2071602N,42.20716,71.049142,71.0491424W,11.6 m,330842.8687,4674810.021,19,T
1.61E+18,0,,42.2071595N,42.207159,71.049142,71.0491421W,11.6 m,330842.8916,4674809.942,19,T
1.61E+18,0,,42.207159N,42.207159,71.049141,71.0491418W,11.7 m,330842.915,4674809.886,19,T
1.61E+18,0,,42.2071584N,42.207158,71.049141,71.0491415W,11.7 m,330842.9382,4674809.819,19,T
1.61E+18,0,,42.2071576N,42.207157,71.04914,71.0491409W,11.7 m,330842.9856,4674809.729,19,T
1.61E+18,0,,42.2071568N,42.207156,71.04914,71.0491402W,11.7 m,330843.0412,4674809.639,19,T
1.61E+18,0,,42.2071564N,42.207156,71.049139,71.0491395W,11.6 m,330843.098,4674809.593,19,T
1.61E+18,0,,42.2071559N,42.207155,71.049139,71.049139W,11.6 m,330843.1379,4674809.537,19,T
1.61E+18,0,,42.207158N,42.207158,71.049136,71.0491363W,11.4 m,330843.3664,4674809.764,19,T
1.61E+18,0,,42.2071657N,42.207165,71.049126,71.0491266W,11.3 m,330844.1877,4674810.6,19,T
1.61E+18,0,,42.2071771N,42.207177,71.049112,71.0491121W,11.3 m,330845.4152,4674811.837,19,T
1.61E+18,0,,42.2071924N,42.207192,71.049097,71.0490976W,11.2 m,330846.653,4674813.507,19,T
1.61E+18,0,,42.20721N,42.20721N,71.049093,71.0490935W,11.2 m,330847.0385,4674815.454,19,T
1.61E+18,0,,42.2072252N,42.207225,71.049105,71.049105W,11.2 m,330846.1297,4674817.164,19,T
1.61E+18,0,,42.2072307N,42.20723,71.049129,71.0491297W,11.2 m,330844.1053,4674817.824,19,T
1.61E+18,0,,42.2072229N,42.207222,71.049162,71.049162W,11.0 m,330841.418,4674817.022,19,T
1.61E+18,0,,42.207204N,42.207204,71.049195,71.0491956W,11.0 m,330838.5937,4674814.99,19,T
1.61E+18,0,,42.2071808N,42.20718,71.049227,71.0492279W,11.0 m,330835.8653,4674812.478,19,T
1.61E+18,0,,42.2071556N,42.207155,71.049259,71.0492593W,10.9 m,330833.2059,4674809.742,19,T
1.61E+18,0,,42.2071279N,42.207127,71.049292,71.0492926W,10.8 m,330830.3829,4674806.732,19,T
1.61E+18,0,,42.2070978N,42.207097,71.049327,71.0493274W,10.7 m,330827.4297,4674803.459,19,T
1.61E+18,0,,42.2070675N,42.207067,71.049363,71.0493632W,10.7 m,330824.3934,4674800.166,19,T
1.61E+18,0,,42.2070373N,42.207037,71.0494,71.0494003W,10.6 m,330821.25,4674796.886,19,T
1.61E+18,0,,42.207006N,42.207006,71.049438,71.0494381W,10.5 m,330818.0459,4674793.485,19,T
1.61E+18,0,,42.2069747N,42.206974,71.049475,71.0494751W,10.5 m,330814.9079,4674790.083,19,T
1.61E+18,0,,42.2069448N,42.206944,71.049511,71.0495116W,10.5 m,330811.8148,4674786.835,19,T
1.61E+18,0,,42.2069157N,42.206915,71.049547,71.0495471W,10.5 m,330808.8065,4674783.675,19,T
1.61E+18,0,,42.206886N,42.206886,71.049584,71.0495842W,10.4 m,330805.6644,4674780.45,19,T
1.61E+18,0,,42.2068553N,42.206855,71.049623,71.0496236W,10.3 m,330802.3299,4674777.12,19,T
1.61E+18,0,,42.2068223N,42.206822,71.049664,71.0496643W,10.3 m,330798.8818,4674773.536,19,T
1.61E+18,0,,42.2067899N,42.206789,71.049704,71.0497044W,10.9 m,330795.4849,4674770.018,19,T
1.61E+18,0,,42.2067544N,42.206754,71.049748,71.0497486W,10.8 m,330791.7412,4674766.164,19,T
1.61E+18,0,,42.2067162N,42.206716,71.049795,71.0497952W,10.7 m,330787.7922,4674762.015,19,T
1.61E+18,0,,42.2066775N,42.206677,71.049843,71.0498439W,10.5 m,330783.6685,4674757.814,19,T
1.61E+18,0,,42.206637N,42.206637,71.049893,71.0498935W,10.5 m,330779.4656,4674753.415,19,T
1.61E+18,0,,42.2065955N,42.206595,71.049944,71.0499443W,10.4 m,330775.1611,4674748.908,19,T
1.61E+18,0,,42.2065538N,42.206553,71.049995,71.0499956W,10.3 m,330770.8147,4674744.38,19,T
1.61E+18,0,,42.2065115N,42.206511,71.050047,71.0500474W,10.3 m,330766.4254,4674739.785,19,T
1.61E+18,0,,42.20647N,42.20647N,71.050098,71.0500988W,10.2 m,330762.0713,4674735.279,19,T
1.61E+18,0,,42.2064293N,42.206429,71.050149,71.0501493W,10.1 m,330757.7936,4674730.86,19,T
1.61E+18,0,,42.2063884N,42.206388,71.050198,71.0501987W,10.1 m,330753.6062,4674726.417,19,T
1.61E+18,0,,42.2063467N,42.206346,71.050248,71.0502482W,10.1 m,330749.4084,4674721.885,19,T
1.61E+18,0,,42.2063049N,42.206304,71.050298,71.0502987W,10.1 m,330745.1277,4674717.343,19,T
1.61E+18,0,,42.2062645N,42.206264,71.050349,71.0503499W,10.0 m,330740.793,4674712.959,19,T
1.61E+18,0,,42.2062249N,42.206224,71.050399,71.0503999W,10.1 m,330736.5595,4674708.661,19,T
1.61E+18,0,,42.2061861N,42.206186,71.050448,71.0504489W,10.1 m,330732.4107,4674704.45,19,T
1.61E+18,0,,42.2061485N,42.206148,71.050497,71.0504972W,10.1 m,330728.3229,4674700.371,19,T
1.61E+18,0,,42.2061122N,42.206112,71.050544,71.0505447W,10.2 m,330724.3045,4674696.435,19,T
1.61E+18,0,,42.2060769N,42.206076,71.050591,71.0505912W,10.3 m,330720.3715,4674692.607,19,T
1.61E+18,0,,42.2060413N,42.206041,71.050635,71.0506357W,10.3 m,330716.6027,4674688.743,19,T
1.61E+18,0,,42.2060062N,42.206006,71.050678,71.050678W,10.3 m,330713.0168,4674684.929,19,T
1.61E+18,0,,42.2059728N,42.205972,71.05072,71.0507202W,10.4 m,330709.4438,4674681.304,19,T
1.61E+18,0,,42.2059412N,42.205941,71.050761,71.0507618W,10.5 m,330705.9251,4674677.878,19,T
1.61E+18,0,,42.2059132N,42.205913,71.050799,71.0507998W,10.6 m,330702.7132,4674674.844,19,T
1.61E+18,0,,42.205888N,42.205888,71.050832,71.0508322W,10.7 m,330699.9711,4674672.11,19,T
1.61E+18,0,,42.205865N,42.205865,71.050861,71.050861W,10.8 m,330697.532,4674669.614,19,T
1.61E+18,0,,42.2058449N,42.205844,71.050884,71.0508849W,10.9 m,330695.5053,4674667.429,19,T
1.61E+18,0,,42.2058282N,42.205828,71.050904,71.0509043W,11.0 m,330693.8591,4674665.613,19,T
1.61E+18,0,,42.205813N,42.205813,71.050921,71.0509219W,10.9 m,330692.3655,4674663.96,19,T
1.61E+18,0,,42.2057979N,42.205797,71.050939,71.0509391W,11.0 m,330690.9052,4674662.318,19,T
1.61E+18,0,,42.2057829N,42.205782,71.050956,71.0509565W,11.1 m,330689.4287,4674660.687,19,T
1.61E+18,0,,42.2057699N,42.205769,71.050975,71.0509756W,11.1 m,330687.8171,4674659.281,19,T
1.61E+18,0,,42.2057619N,42.205761,71.050999,71.0509996W,11.0 m,330685.8144,4674658.441,19,T
1.61E+18,0,,42.2057624N,42.205762,71.051027,71.0510277W,11.1 m,330683.496,4674658.552,19,T
1.61E+18,0,,42.2057727N,42.205772,71.051055,71.0510556W,11.2 m,330681.2202,4674659.751,19,T
1.61E+18,0,,42.20579N,42.20579N,71.051082,71.0510826W,11.0 m,330679.0374,4674661.726,19,T
1.61E+18,0,,42.2058114N,42.205811,71.05111,71.0511109W,11.1 m,330676.7583,4674664.158,19,T
1.61E+18,0,,42.2058336N,42.205833,71.051142,71.0511429W,11.0 m,330674.1758,4674666.687,19,T
1.61E+18,0,,42.2058538N,42.205853,71.051176,71.0511769W,11.1 m,330671.4229,4674668.997,19,T
1.61E+18,0,,42.2058725N,42.205872,71.05121,71.0512105W,11.2 m,330668.699,4674671.141,19,T
1.61E+18,0,,42.2058911N,42.205891,71.051243,71.0512435W,11.2 m,330666.0243,4674673.271,19,T
1.61E+18,0,,42.2059117N,42.205911,71.051276,71.0512768W,11.3 m,330663.3303,4674675.625,19,T
1.61E+18,0,,42.2059353N,42.205935,71.051311,71.0513112W,11.5 m,330660.5534,4674678.314,19,T
1.61E+18,0,,42.2059604N,42.20596,71.051346,71.0513461W,11.0 m,330657.7393,4674681.17,19,T
1.61E+18,0,,42.2059891N,42.205989,71.051383,71.0513831W,10.8 m,330654.7615,4674684.431,19,T
1.61E+18,0,,42.2060202N,42.20602,71.051418,71.0514187W,10.7 m,330651.9056,4674687.955,19,T
1.61E+18,0,,42.2060544N,42.206054,71.051453,71.0514539W,10.7 m,330649.091,4674691.822,19,T
1.61E+18,0,,42.2060943N,42.206094,71.051489,71.0514894W,10.4 m,330646.2669,4674696.323,19,T
1.61E+18,0,,42.2061388N,42.206138,71.051521,71.0515219W,10.2 m,330643.7028,4674701.329,19,T
1.61E+18,0,,42.206186N,42.206186,71.05155,71.0515507W,11.1 m,330641.4514,4674706.627,19,T
1.61E+18,0,,42.2062373N,42.206237,71.051579,71.051579W,11.4 m,330639.2521,4674712.38,19,T
1.61E+18,0,,42.2062886N,42.206288,71.051606,71.0516063W,11.7 m,330637.1355,4674718.131,19,T
1.61E+18,0,,42.2063411N,42.206341,71.051633,71.0516332W,11.8 m,330635.055,4674724.014,19,T
1.61E+18,0,,42.2063958N,42.206395,71.05166,71.0516603W,11.8 m,330632.964,4674730.141,19,T
1.61E+18,0,,42.2064505N,42.20645,71.051687,71.0516877W,11.7 m,330630.8482,4674736.27,19,T
1.61E+18,0,,42.2065048N,42.206504,71.051713,71.0517136W,11.5 m,330628.8551,4674742.351,19,T
1.61E+18,0,,42.2065584N,42.206558,71.051738,71.0517389W,11.3 m,330626.9097,4674748.353,19,T
1.61E+18,0,,42.2066111N,42.206611,71.051763,71.0517636W,11.1 m,330625.0115,4674754.253,19,T
1.61E+18,0,,42.2066623N,42.206662,71.051789,71.051789W,11.0 m,330623.0514,4674759.989,19,T
1.61E+18,0,,42.2067119N,42.206711,71.051814,71.0518141W,11.1 m,330621.1119,4674765.547,19,T
1.61E+18,0,,42.2067572N,42.206757,71.051837,71.0518372W,11.1 m,330619.3259,4674770.623,19,T
1.61E+18,0,,42.2067958N,42.206795,71.051856,71.0518561W,10.8 m,330617.8688,4674774.946,19,T
1.61E+18,0,,42.2068254N,42.206825,71.051871,71.0518715W,10.9 m,330616.6766,4674778.264,19,T
1.61E+18,0,,42.206849N,42.206849,71.051883,71.0518835W,10.9 m,330615.749,4674780.908,19,T
1.61E+18,0,,42.2068684N,42.206868,71.051893,71.051893W,10.9 m,330615.0166,4674783.081,19,T
1.61E+18,0,,42.2068841N,42.206884,71.0519,71.0519005W,10.9 m,330614.4394,4674784.839,19,T
1.61E+18,0,,42.2068961N,42.206896,71.051906,71.0519061W,10.9 m,330614.0092,4674786.183,19,T
1.61E+18,0,,42.2069052N,42.206905,71.051909,71.0519095W,10.8 m,330613.7528,4674787.2,19,T
1.61E+18,0,,42.2069112N,42.206911,71.051911,71.0519115W,10.6 m,330613.6037,4674787.87,19,T
1.61E+18,0,,42.2069143N,42.206914,71.051913,71.0519136W,10.6 m,330613.4387,4674788.219,19,T
1.61E+18,0,,42.2069149N,42.206914,71.051914,71.0519142W,10.6 m,330613.3907,4674788.287,19,T
1.61E+18,0,,42.2069148N,42.206914,71.051914,71.0519145W,10.7 m,330613.3657,4674788.276,19,T
1.61E+18,0,,42.2069144N,42.206914,71.051914,71.0519148W,10.6 m,330613.3399,4674788.232,19,T
1.61E+18,0,,42.2069144N,42.206914,71.051914,71.0519149W,10.7 m,330613.3316,4674788.233,19,T
1.61E+18,0,,42.2069143N,42.206914,71.051915,71.0519151W,10.6 m,330613.3148,4674788.222,19,T
1.61E+18,0,,42.2069141N,42.206914,71.051915,71.0519155W,10.6 m,330613.2813,4674788.2,19,T
1.61E+18,0,,42.2069139N,42.206913,71.051915,71.0519158W,10.6 m,330613.256,4674788.179,19,T
1.61E+18,0,,42.2069138N,42.206913,71.051916,71.0519162W,10.4 m,330613.2227,4674788.168,19,T
1.61E+18,0,,42.2069136N,42.206913,71.051916,71.0519166W,10.2 m,330613.1891,4674788.147,19,T
1.61E+18,0,,42.2069133N,42.206913,71.051916,71.0519169W,10.1 m,330613.1636,4674788.114,19,T
1.61E+18,0,,42.2069129N,42.206912,71.051917,71.0519174W,10.0 m,330613.1212,4674788.071,19,T
1.61E+18,0,,42.2069129N,42.206912,71.051917,71.0519176W,9.8 m,330613.1047,4674788.071,19,T
1.61E+18,0,,42.2069151N,42.206915,71.051918,71.0519188W,9.9 m,330613.0115,4674788.318,19,T
1.61E+18,0,,42.2069232N,42.206923,71.051922,71.0519226W,10.1 m,330612.7195,4674789.225,19,T
1.61E+18,0,,42.2069389N,42.206938,71.051929,71.0519297W,10.4 m,330612.1753,4674790.982,19,T
